Date,Hour,Time Block,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,MCP
2020-11-14,20,19:30 - 19:45,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15
2020-11-14,20,19:45 - 20:00,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8
2020-11-14,20,19:00 - 19:15,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73
2020-11-14,20,19:15 - 19:30,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69
2020-11-14,20,19:30 - 19:45,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15,2589.15
2020-11-14,20,19:45 - 20:00,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8,2679.8
2020-11-14,21,20:00 - 20:15,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74
2020-11-14,21,20:15 - 20:30,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07
2020-11-14,21,20:30 - 20:45,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37
2020-11-14,21,20:45 - 21:00,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56
2020-11-14,21,20:00 - 20:15,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74,2533.74
2020-11-14,21,20:15 - 20:30,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07,2649.07
2020-11-14,21,20:30 - 20:45,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37,2533.37
2020-11-14,21,20:45 - 21:00,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56,2399.56
2020-11-14,22,21:00 - 21:15,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94
2020-11-14,22,21:15 - 21:30,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84
2020-11-14,22,21:30 - 21:45,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88
2020-11-14,22,21:45 - 22:00,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68
2020-11-14,22,21:00 - 21:15,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94,2399.94
2020-11-14,22,21:15 - 21:30,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84,2409.84
2020-11-14,22,21:30 - 21:45,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88,2400.88
2020-11-14,22,21:45 - 22:00,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68,2208.68
2020-11-14,23,22:00 - 22:15,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77
2020-11-14,23,22:15 - 22:30,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81
2020-11-14,23,22:30 - 22:45,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6
2020-11-14,23,22:45 - 23:00,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93
2020-11-14,23,22:00 - 22:15,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77,2000.77
2020-11-14,23,22:15 - 22:30,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81,2198.81
2020-11-14,23,22:30 - 22:45,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6
2020-11-14,23,22:45 - 23:00,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93
2020-11-14,24,23:00 - 23:15,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91
2020-11-14,24,23:15 - 23:30,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86
2020-11-14,24,23:30 - 23:45,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87
2020-11-14,24,23:45 - 24:00,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93
2020-11-14,24,23:00 - 23:15,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91,1999.91
2020-11-14,24,23:15 - 23:30,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86,1999.86
2020-11-14,24,23:30 - 23:45,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87
2020-11-14,24,23:45 - 24:00,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93,1999.93
2020-11-15,1,00:00 - 00:15,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34,1999.34
2020-11-15,1,00:15 - 00:30,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17,1999.17
2020-11-15,1,00:30 - 00:45,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03,1999.03
2020-11-15,1,00:45 - 01:00,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77,1949.77
2020-11-15,2,01:00 - 01:15,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85,1935.85
2020-11-15,2,01:15 - 01:30,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67,1935.67
2020-11-15,2,01:30 - 01:45,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57,1935.57
2020-11-15,2,01:45 - 02:00,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04,1935.04
2020-11-15,3,02:00 - 02:15,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5,1904.5
2020-11-15,3,02:15 - 02:30,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82,1878.82
2020-11-15,3,02:30 - 02:45,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87,1859.87
2020-11-15,3,02:45 - 03:00,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88,1859.88
2020-11-15,4,03:00 - 03:15,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86,1859.86
2020-11-15,4,03:15 - 03:30,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81,1859.81
2020-11-15,4,03:30 - 03:45,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35,1859.35
2020-11-15,4,03:45 - 04:00,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55,1859.55
2020-11-15,5,04:00 - 04:15,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74,1859.74
2020-11-15,5,04:15 - 04:30,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19,1935.19
2020-11-15,5,04:30 - 04:45,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51,1935.51
2020-11-15,5,04:45 - 05:00,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17,1949.17
2020-11-15,6,05:00 - 05:15,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04,1999.04
2020-11-15,6,05:15 - 05:30,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16,1999.16
2020-11-15,6,05:30 - 05:45,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81,1832.81
2020-11-15,6,05:45 - 06:00,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78
2020-11-15,7,06:00 - 06:15,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76,1799.76
2020-11-15,7,06:15 - 06:30,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08,1765.08
2020-11-15,7,06:30 - 06:45,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08,1753.08
2020-11-15,7,06:45 - 07:00,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08,1850.08
2020-11-15,8,07:00 - 07:15,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01,2028.01
2020-11-15,8,07:15 - 07:30,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18,2054.18
2020-11-15,8,07:30 - 07:45,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9,2123.9
2020-11-15,8,07:45 - 08:00,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79,2192.79
2020-11-15,9,08:00 - 08:15,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06,2299.06
2020-11-15,9,08:15 - 08:30,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12,2420.12
2020-11-15,9,08:30 - 08:45,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56,2469.56
2020-11-15,9,08:45 - 09:00,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09,2548.09
2020-11-15,10,09:00 - 09:15,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21
2020-11-15,10,09:15 - 09:30,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1,2399.1
2020-11-15,10,09:30 - 09:45,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18,2349.18
2020-11-15,10,09:45 - 10:00,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2,2297.2
2020-11-15,11,10:00 - 10:15,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28,2324.28
2020-11-15,11,10:15 - 10:30,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04,2396.04
2020-11-15,11,10:30 - 10:45,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02,2398.02
2020-11-15,11,10:45 - 11:00,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41
2020-11-15,12,11:00 - 11:15,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8,2397.8
2020-11-15,12,11:15 - 11:30,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0
2020-11-15,12,11:30 - 11:45,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81,2392.81
2020-11-15,12,11:45 - 12:00,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59,2299.59
2020-11-15,13,12:00 - 12:15,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12,2249.12
2020-11-15,13,12:15 - 12:30,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04,2352.04
2020-11-15,13,12:30 - 12:45,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33,2352.33
2020-11-15,13,12:45 - 13:00,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07,2249.07
2020-11-15,14,13:00 - 13:15,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64,1999.64
2020-11-15,14,13:15 - 13:30,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74
2020-11-15,14,13:30 - 13:45,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7,1999.7
2020-11-15,14,13:45 - 14:00,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83
2020-11-15,15,14:00 - 14:15,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87,1999.87
2020-11-15,15,14:15 - 14:30,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04,2000.04
2020-11-15,15,14:30 - 14:45,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05,2028.05
2020-11-15,15,14:45 - 15:00,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58,2028.58
2020-11-15,16,15:00 - 15:15,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65,2028.65
2020-11-15,16,15:15 - 15:30,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53,2028.53
2020-11-15,16,15:30 - 15:45,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39,2028.39
2020-11-15,16,15:45 - 16:00,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2,2028.2
2020-11-15,17,16:00 - 16:15,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26,2028.26
2020-11-15,17,16:15 - 16:30,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35,2028.35
2020-11-15,17,16:30 - 16:45,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29,2028.29
2020-11-15,17,16:45 - 17:00,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3,2078.3
2020-11-15,18,17:00 - 17:15,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96,1999.96
2020-11-15,18,17:15 - 17:30,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41
2020-11-15,18,17:30 - 17:45,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2,2399.2
2020-11-15,18,17:45 - 18:00,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24,2635.24
2020-11-15,19,18:00 - 18:15,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08,2533.08
2020-11-15,19,18:15 - 18:30,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46,2489.46
2020-11-15,19,18:30 - 18:45,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97,2297.97
2020-11-15,19,18:45 - 19:00,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77,1999.77
2020-11-15,20,19:00 - 19:15,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28,2299.28
2020-11-15,20,19:15 - 19:30,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55,2399.55
2020-11-15,20,19:30 - 19:45,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67,2339.67
2020-11-15,20,19:45 - 20:00,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79,2297.79
2020-11-15,21,20:00 - 20:15,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5
2020-11-15,21,20:15 - 20:30,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38,2399.38
2020-11-15,21,20:30 - 20:45,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03,2399.03
2020-11-15,21,20:45 - 21:00,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68
2020-11-15,22,21:00 - 21:15,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83,2399.83
2020-11-15,22,21:15 - 21:30,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54,2399.54
2020-11-15,22,21:30 - 21:45,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9,2299.9
2020-11-15,22,21:45 - 22:00,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56,2274.56
2020-11-15,23,22:00 - 22:15,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74,2208.74
2020-11-15,23,22:15 - 22:30,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27,2297.27
2020-11-15,23,22:30 - 22:45,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64,2270.64
2020-11-15,23,22:45 - 23:00,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18,2249.18
2020-11-15,24,23:00 - 23:15,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6,2000.6
2020-11-15,24,23:15 - 23:30,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
2020-11-15,24,23:30 - 23:45,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83,1999.83
2020-11-15,24,23:45 - 24:00,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68,1999.68
2020-11-16,1,00:00 - 00:15,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
2020-11-16,1,00:15 - 00:30,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92,1999.92
2020-11-16,1,00:30 - 00:45,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89,1999.89
2020-11-16,1,00:45 - 01:00,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81,1999.81
2020-11-16,2,01:00 - 01:15,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78
2020-11-16,2,01:15 - 01:30,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71,1999.71
2020-11-16,2,01:30 - 01:45,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73,1999.73
2020-11-16,2,01:45 - 02:00,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59,1999.59
2020-11-16,3,02:00 - 02:15,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49,1999.49
2020-11-16,3,02:15 - 02:30,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39,1999.39
2020-11-16,3,02:30 - 02:45,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38,1999.38
2020-11-16,3,02:45 - 03:00,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33,1999.33
2020-11-16,4,03:00 - 03:15,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41,1999.41
2020-11-16,4,03:15 - 03:30,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35,1999.35
2020-11-16,4,03:30 - 03:45,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31,1999.31
2020-11-16,4,03:45 - 04:00,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3,1999.3
2020-11-16,5,04:00 - 04:15,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23,1999.23
2020-11-16,5,04:15 - 04:30,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46
2020-11-16,5,04:30 - 04:45,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57,1999.57
2020-11-16,5,04:45 - 05:00,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78
2020-11-16,6,05:00 - 05:15,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62,1999.62
2020-11-16,6,05:15 - 05:30,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67
